,id,popularity,title,vote_average,vote_count,year,month,day,director_name,gender,revenue_Mdollars,budget_Mdollars
254,44020,109,Bruce Almighty,6.4,3012,2003,May,Friday,Tom Shadyac,Male,484.57,80.0
255,44022,75,Mission: Impossible,6.7,2631,1996,May,Wednesday,Brian De Palma,Male,457.7,80.0
256,44024,58,The Hangover Part II,6.2,3739,2011,May,Wednesday,Todd Phillips,Male,254.46,80.0
257,44025,59,Batman Returns,6.6,1673,1992,Jun,Friday,Tim Burton,Male,280.0,80.0
258,44028,14,Charlotte's Web,5.8,288,2006,Dec,Friday,Gary Winick,Male,144.0,85.0
259,44031,26,The Longest Yard,6.2,785,2005,May,Thursday,Peter Segal,Male,190.32,82.0
260,44033,45,Grown Ups 2,5.8,1155,2013,Jul,Thursday,Dennis Dugan,Male,246.98,80.0
261,44034,23,Get Smart,6.0,1051,2008,Jun,Thursday,Peter Segal,Male,230.69,80.0
262,44035,16,Something's Gotta Give,6.3,410,2003,Dec,Friday,Nancy Meyers,Female,266.73,80.0
263,44036,81,Shutter Island,7.8,6336,2010,Feb,Thursday,Martin Scorsese,Male,294.8,80.0
264,44039,46,Face/Off,6.8,1583,1997,Jun,Friday,John Woo,Male,245.68,80.0
265,44040,23,Bedtime Stories,5.9,901,2008,Dec,Wednesday,Adam Shankman,Male,212.87,80.0
266,44041,49,Road to Perdition,7.3,1077,2002,Jul,Friday,Sam Mendes,Male,181.0,80.0
267,44042,37,Just Go with It,6.3,1543,2011,Feb,Thursday,Dennis Dugan,Male,214.92,80.0
268,44043,45,Con Air,6.5,1270,1997,Jun,Sunday,Simon West,Male,224.01,75.0
269,44047,11,Flubber,5.3,695,1997,Nov,Wednesday,Les Mayfield,,177.98,80.0
270,44048,19,The Haunting,5.2,369,1999,Jul,Friday,Jan de Bont,Male,91.19,80.0
271,44050,25,The Pink Panther,5.6,550,2006,Jan,Wednesday,Shawn Levy,Male,0.0,0.0
272,44052,22,Conspiracy Theory,6.5,431,1997,Aug,Thursday,Richard Donner,Male,136.98,75.0
273,44053,139,Fury,7.4,3946,2014,Oct,Wednesday,David Ayer,,211.82,68.0
274,44054,18,Six Days Seven Nights,5.6,332,1998,Jun,Friday,Ivan Reitman,Male,164.0,70.0
275,44057,27,Zookeeper,5.3,498,2011,Jul,Wednesday,Frank Coraci,Male,169.85,80.0
276,44058,17,Lost in Space,5.0,388,1998,Apr,Friday,Stephen Hopkins,Male,136.16,80.0
277,44059,21,The Manchurian Candidate,6.2,393,2004,Jul,Friday,Jonathan Demme,Male,96.11,80.0
278,44066,31,The Legend of Zorro,5.9,893,2005,Oct,Monday,Martin Campbell,Male,142.4,75.0
279,44069,40,The Brothers Grimm,5.6,818,2005,Aug,Friday,Terry Gilliam,Male,105.32,88.0
280,44070,44,Mars Attacks!,6.1,1509,1996,Dec,Thursday,Tim Burton,Male,101.37,70.0
281,44072,20,The Edge,6.7,349,1997,Sep,Saturday,Lee Tamahori,Male,43.31,0.0
282,44074,18,Thirteen Days,6.9,189,2000,Dec,Sunday,Roger Donaldson,Male,34.57,80.0
283,44075,16,Daylight,5.8,378,1996,Dec,Friday,Rob Cohen,Male,159.21,80.0
284,44078,16,Looney Tunes: Back in Action,5.6,297,2003,Nov,Friday,Joe Dante,Male,68.51,80.0
285,44079,9,Nine,5.1,165,2009,Dec,Thursday,Rob Marshall,Male,53.83,80.0
286,44080,11,Timeline,5.4,318,2003,Nov,Wednesday,Richard Donner,Male,19.48,80.0
287,44082,11,Babe: Pig in the City,5.2,305,1998,Nov,Wednesday,George Miller,Male,69.13,90.0
288,44085,27,Arthur and the Invisibles,6.0,639,2006,Dec,Wednesday,Luc Besson,Male,107.94,86.0
289,44087,7,A Sound of Thunder,4.8,111,2005,May,Sunday,Peter Hyams,Male,5.99,80.0
290,44088,50,Pompeii,5.2,1267,2014,Feb,Tuesday,Paul W.S. Anderson,Male,117.83,130.0
291,44090,59,A Beautiful Mind,7.7,3009,2001,Dec,Tuesday,Ron Howard,Male,313.54,60.0
292,44094,10,Red Dragon,6.7,1115,2002,Sep,Sunday,Brett Ratner,Male,209.2,78.0
293,44096,22,Jack and Jill,4.1,604,2011,Nov,Friday,Dennis Dugan,Male,149.67,79.0
294,44097,10,2 Fast 2 Furious,6.2,2028,2003,Jun,Thursday,John Singleton,Male,236.35,76.0
295,44104,60,Independence Day,6.7,3260,1996,Jun,Tuesday,Roland Emmerich,Male,816.97,75.0
296,44105,2,The Lost World: Jurassic Park,6.2,2487,1997,May,Friday,Steven Spielberg,Male,229.07,73.0
297,44108,4,X-Men,6.8,4097,2000,Jul,Thursday,Bryan Singer,Male,296.34,75.0
298,44110,51,The Rock,6.9,1456,1996,Jun,Thursday,Michael Bay,Male,335.06,75.0
299,44112,61,50 First Dates,6.6,2105,2004,Feb,Friday,Peter Segal,Male,196.48,75.0
300,44113,31,Hairspray,6.5,709,2007,Jul,Friday,Adam Shankman,Male,90.45,50.0
301,44114,15,Exorcist: The Beginning,4.7,183,2004,Aug,Friday,Renny Harlin,Male,78.0,80.0
302,44116,71,Now You See Me,7.3,5487,2013,May,Wednesday,Louis Leterrier,Male,117.7,75.0
303,44117,38,Grown Ups,6.0,1705,2010,Jun,Thursday,Dennis Dugan,Male,271.43,80.0
304,44118,57,The Terminal,7.0,1910,2004,Jun,Thursday,Steven Spielberg,Male,219.42,60.0
305,44120,13,Vertical Limit,5.9,283,2000,Dec,Friday,Martin Campbell,Male,215.66,75.0
306,44121,18,Charlie Wilson's War,6.5,338,2007,Dec,Wednesday,Mike Nichols,Male,119.0,75.0
307,44123,14,Dreamgirls,6.6,284,2006,Dec,Monday,Bill Condon,Male,154.94,70.0
308,44124,18,Be Cool,5.4,292,2005,Mar,Friday,F. Gary Gray,Male,95.23,53.0
309,44125,29,Munich,6.9,696,2005,Dec,Thursday,Steven Spielberg,Male,130.36,70.0
310,44126,27,Tears of the Sun,6.4,573,2003,Mar,Friday,Antoine Fuqua,Male,85.63,70.0
311,44127,23,Killers,5.7,772,2010,Jun,Friday,Robert Luketic,Male,98.16,75.0
312,44128,48,The Man from U.N.C.L.E.,7.1,2265,2015,Aug,Thursday,Guy Ritchie,Male,108.15,75.0
313,44131,24,Bandits,6.2,302,2001,Oct,Friday,Barry Levinson,Male,67.63,75.0
314,44133,13,Anna and the King,6.4,197,1999,Dec,Thursday,Andy Tennant,Male,0.0,75.0
315,44138,11,Soldier,6.1,221,1998,Oct,Friday,Paul W.S. Anderson,Male,14.57,75.0
316,44142,42,Unbreakable,6.9,1946,2000,Nov,Monday,M. Night Shyamalan,Male,248.12,75.0
317,44144,39,Sucker Punch,5.9,1623,2011,Mar,Thursday,Zack Snyder,Male,89.79,82.0
318,44145,20,Snake Eyes,5.8,327,1998,Aug,Friday,Brian De Palma,Male,103.89,73.0
319,44146,18,Sphere,5.8,476,1998,Feb,Friday,Barry Levinson,Male,13.1,75.0
320,44148,21,Fool's Gold,5.4,444,2008,Feb,Thursday,Andy Tennant,Male,111.23,70.0
321,44149,20,Funny People,5.7,390,2009,Jul,Friday,Judd Apatow,Male,61.46,75.0
322,44150,26,The Kingdom,6.5,513,2007,Aug,Wednesday,Peter Berg,Male,86.66,70.0
323,44151,12,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,2006,Aug,Friday,Adam McKay,Male,162.97,72.5
324,44154,32,Jarhead,6.6,765,2005,Nov,Friday,Sam Mendes,Male,96.89,72.0
325,44157,8,Driven,4.5,179,2001,Apr,Friday,Renny Harlin,Male,54.74,94.0
326,44159,27,The Village,6.2,1071,2004,Jul,Friday,M. Night Shyamalan,Male,256.7,60.0
327,44161,28,Signs,6.4,1599,2002,Aug,Friday,M. Night Shyamalan,Male,408.25,72.0
328,44162,47,Shrek 2,6.7,2988,2004,May,Wednesday,Andrew Adamson,Male,919.84,150.0
329,44164,20,Runaway Bride,5.7,455,1999,Jul,Friday,Garry Marshall,Male,309.46,70.0
330,44165,46,xXx,5.8,1424,2002,Aug,Friday,Rob Cohen,Male,277.45,70.0
331,44167,16,Ransom,6.4,470,1996,Nov,Friday,Ron Howard,Male,309.49,80.0
332,44168,72,Inglourious Basterds,7.9,6430,2009,Aug,Tuesday,Quentin Tarantino,Male,319.13,70.0
333,44169,33,Hook,6.6,1532,1991,Dec,Wednesday,Steven Spielberg,Male,300.85,70.0
334,44170,57,Die Hard 2,6.6,1896,1990,Jul,Monday,Renny Harlin,Male,240.03,70.0
335,44172,27,Vanilla Sky,6.5,1078,2001,Dec,Monday,Cameron Crowe,Male,203.39,68.0
336,44173,20,Lady in the Water,5.3,409,2006,Jul,Friday,M. Night Shyamalan,Male,42.29,75.0
337,44174,42,AVP: Alien vs. Predator,5.5,1217,2004,Aug,Thursday,Paul W.S. Anderson,Male,171.18,70.0
338,44177,59,Olympus Has Fallen,6.2,2981,2013,Mar,Wednesday,Antoine Fuqua,Male,161.03,70.0
339,44179,49,Battle: Los Angeles,5.5,1448,2011,Mar,Tuesday,Jonathan Liebesman,,202.47,70.0
340,44180,46,Big Fish,7.6,1994,2003,Dec,Thursday,Tim Burton,Male,122.92,70.0
341,44181,13,Wolf,6.0,216,1994,Jun,Friday,Mike Nichols,Male,0.0,0.0
342,44182,29,War Horse,7.0,992,2011,Dec,Sunday,Steven Spielberg,Male,177.58,66.0
343,44183,43,The Monuments Men,5.8,1523,2014,Jan,Friday,George Clooney,Male,154.98,70.0
344,44184,24,The Abyss,7.1,808,1989,Aug,Wednesday,James Cameron,Male,90.0,70.0
345,44185,23,Wall Street: Money Never Sleeps,5.8,493,2010,Sep,Thursday,Oliver Stone,Male,134.75,70.0
346,44187,20,The Siege,6.0,352,1998,Nov,Friday,Edward Zwick,Male,116.67,70.0
347,44190,14,The Dilemma,5.2,304,2011,Jan,Thursday,Ron Howard,Male,67.11,70.0
348,44191,14,Bad Company,5.4,228,2002,Jun,Friday,Joel Schumacher,Male,65.98,70.0
349,44192,29,Doom,5.0,609,2005,Oct,Thursday,Andrzej Bartkowiak,Male,55.99,60.0
350,44195,23,Rock of Ages,6.0,385,2012,Jun,Wednesday,Adam Shankman,Male,59.42,75.0
351,44198,9,Rollerball,3.4,106,2002,Feb,Friday,John McTiernan,,0.0,0.0
352,44201,10,Osmosis Jones,5.9,228,2001,Aug,Tuesday,Bobby Farrelly,Male,13.6,75.0
353,44203,46,Blackhat,5.1,826,2015,Jan,Tuesday,Michael Mann,Male,17.75,70.0
354,44207,25,The Legend of Hercules,4.4,533,2014,Jan,Friday,Renny Harlin,Male,61.28,70.0
355,44210,22,The Score,6.7,423,2001,Jul,Friday,Frank Oz,Male,71.07,68.0
356,44216,27,Hall Pass,5.4,611,2011,Feb,Friday,Bobby Farrelly,Male,83.16,36.0
357,44217,26,The Insider,7.3,481,1999,Oct,Thursday,Michael Mann,Male,60.29,90.0
358,44219,37,Body of Lies,6.5,895,2008,Oct,Friday,Ridley Scott,Male,113.28,70.0
359,44220,11,Dinner for Schmucks,5.5,531,2010,Jul,Friday,Jay Roach,Male,86.39,69.0
360,44225,76,Saving Private Ryan,7.9,5048,1998,Jul,Friday,Steven Spielberg,Male,481.84,70.0
361,44227,31,What Women Want,6.1,992,2000,Dec,Friday,Nancy Meyers,Female,374.11,70.0
362,44229,26,Dreamcatcher,5.3,567,2003,Mar,Friday,Lawrence Kasdan,Male,75.72,68.0
363,44230,36,Lincoln,6.7,1429,2012,Nov,Friday,Steven Spielberg,Male,275.29,65.0
364,44231,104,The Matrix,7.9,8907,1999,Mar,Tuesday,Lilly Wachowski,Female,463.52,63.0
365,44232,68,Apollo 13,7.3,1599,1995,Jun,Friday,Ron Howard,Male,355.24,52.0
366,44236,22,Step Brothers,6.5,1062,2008,Jul,Friday,Adam McKay,Male,128.11,65.0
367,44237,31,The Mask of Zorro,6.3,1183,1998,Jul,Thursday,Martin Campbell,Male,250.29,95.0
368,44238,43,Due Date,6.2,1685,2010,Nov,Thursday,Todd Phillips,Male,211.78,65.0
369,44240,15,Space Cowboys,6.3,403,2000,Jul,Monday,Clint Eastwood,Male,128.88,65.0
370,44241,26,Cliffhanger,6.1,588,1993,May,Friday,Renny Harlin,Male,255.0,70.0
371,44242,22,Broken Arrow,5.7,453,1996,Feb,Friday,John Woo,Male,150.27,50.0
372,44243,18,The Kid,6.0,238,2000,Jul,Friday,Jon Turteltaub,Male,69.7,65.0
373,44244,24,World Trade Center,5.9,447,2006,Aug,Wednesday,Oliver Stone,Male,162.95,63.0
374,44245,19,Mona Lisa Smile,6.5,393,2003,Dec,Friday,Mike Newell,Male,0.0,65.0
375,44246,31,The Dictator,5.9,1743,2012,May,Tuesday,Larry Charles,Male,179.38,65.0
376,44250,38,This Means War,5.9,1389,2012,Feb,Tuesday,McG,Male,156.97,65.0
377,44253,9,Primary Colors,6.1,94,1998,Mar,Friday,Mike Nichols,Male,0.0,65.0
378,44254,6,Resident Evil: Retribution,5.6,1600,2012,Sep,Wednesday,Paul W.S. Anderson,Male,240.16,65.0
379,44255,42,Death Race,6.0,1175,2008,Aug,Friday,Paul W.S. Anderson,Male,73.76,45.0
380,44256,15,The Long Kiss Goodnight,6.5,314,1996,Oct,Friday,Renny Harlin,Male,89.46,65.0
381,44257,14,Proof of Life,6.0,208,2000,Dec,Friday,Taylor Hackford,,0.0,65.0
382,44258,15,Zathura: A Space Adventure,6.1,779,2005,Nov,Sunday,Jon Favreau,Male,64.32,65.0
383,44259,146,Fight Club,8.3,9413,1999,Oct,Friday,David Fincher,Male,100.85,63.0
384,44260,8,We Are Marshall,6.7,186,2006,Dec,Tuesday,McG,Male,43.55,65.0
385,44264,20,Oliver Twist,6.7,274,2005,Sep,Friday,Roman Polanski,Male,42.09,50.0
386,44266,85,Sin City: A Dame to Kill For,6.3,1286,2014,Aug,Wednesday,Robert Rodriguez,,39.41,65.0
387,44267,4,Random Hearts,5.3,63,1999,Oct,Friday,Sydney Pollack,Male,74.61,64.0
388,44269,42,Perfume: The Story of a Murderer,7.1,1165,2006,Sep,Wednesday,Tom Tykwer,Male,132.18,50.0
389,44270,40,Austin Powers in Goldmember,5.9,979,2002,Jul,Friday,Jay Roach,Male,296.66,63.0
390,44272,40,Jurassic Park,7.6,4856,1993,Jun,Friday,Steven Spielberg,Male,920.1,63.0
391,44273,13,Wyatt Earp,6.5,202,1994,Jun,Friday,Lawrence Kasdan,Male,25.05,63.0
392,44274,18,Clear and Present Danger,6.4,386,1994,Aug,Wednesday,Phillip Noyce,Male,215.89,62.0
393,44278,11,The American President,6.5,195,1995,Nov,Friday,Rob Reiner,Male,107.88,62.0
394,44281,68,The Hateful Eight,7.6,4274,2015,Dec,Friday,Quentin Tarantino,Male,155.76,44.0
395,44283,16,Hop,5.5,331,2011,Mar,Wednesday,Tim Hill,Male,183.95,63.0
396,44284,65,300,7.0,4997,2006,Dec,Saturday,Zack Snyder,Male,422.61,65.0
397,44285,32,Meet the Fockers,6.1,1373,2004,Dec,Wednesday,Jay Roach,Male,516.64,80.0
398,44290,143,Gone Girl,7.9,5862,2014,Oct,Wednesday,David Fincher,Male,369.33,61.0
399,44291,86,The Bourne Identity,7.3,3583,2002,Jun,Friday,Doug Liman,Male,214.03,60.0
400,44292,59,GoldenEye,6.6,1174,1995,Nov,Thursday,Martin Campbell,Male,352.19,58.0
401,44293,18,The General's Daughter,6.1,205,1999,Jun,Friday,Simon West,Male,149.71,60.0
402,44299,62,The Italian Job,6.6,1919,2003,May,Friday,F. Gary Gray,Male,176.07,60.0
403,44303,16,Days of Thunder,5.9,353,1990,Jun,Wednesday,Tony Scott,Male,157.92,60.0
404,44304,18,Cheaper by the Dozen 2,5.7,526,2005,Dec,Wednesday,Adam Shankman,Male,129.18,60.0
405,44307,19,The Family Man,6.5,521,2000,Dec,Tuesday,Brett Ratner,Male,0.0,60.0
406,44308,41,RED,6.6,2808,2010,Oct,Wednesday,Robert Schwentke,Male,71.66,58.0
407,44309,23,Any Given Sunday,6.8,422,1999,Dec,Thursday,Oliver Stone,Male,100.23,55.0
408,44310,12,The Horse Whisperer,6.7,292,1998,May,Thursday,Robert Redford,Male,186.88,60.0
409,44311,44,Collateral,7.0,1451,2004,Aug,Wednesday,Michael Mann,Male,217.76,65.0
410,44312,37,The Scorpion King,5.3,779,2002,Apr,Tuesday,Chuck Russell,Male,165.33,60.0
411,44315,22,Deep Blue Sea,5.6,604,1999,Jul,Wednesday,Renny Harlin,Male,73.65,60.0
412,44316,15,This Is It,6.7,247,2009,Oct,Wednesday,Kenny Ortega,Male,0.0,60.0
413,44317,38,Contagion,6.2,1325,2011,Sep,Thursday,Steven Soderbergh,Male,137.55,60.0
414,44320,20,The Happening,4.9,950,2008,Jun,Wednesday,M. Night Shyamalan,Male,163.4,60.0
415,44321,45,Man on Fire,7.3,1553,2004,Apr,Friday,Tony Scott,Male,130.29,70.0
416,44322,4,The Shaggy Dog,4.5,137,2006,Mar,Thursday,Brian Robbins,Male,61.11,50.0
417,44323,28,Starsky & Hutch,5.6,644,2004,Mar,Friday,Todd Phillips,Male,170.27,60.0
418,44324,22,Jingle All the Way,5.5,575,1996,Nov,Friday,Brian Levant,Male,129.83,60.0
419,44325,47,Hellboy,6.5,2225,2004,Apr,Friday,Guillermo del Toro,Male,99.32,66.0
420,44329,29,Paycheck,5.9,581,2003,Dec,Thursday,John Woo,Male,96.27,60.0
421,44334,42,Jack Ryan: Shadow Recruit,5.9,1173,2014,Jan,Wednesday,Kenneth Branagh,Male,50.55,60.0
422,44335,29,Joy,6.4,1581,2015,Dec,Thursday,David O. Russell,Male,101.13,60.0
423,44337,37,Alien: Resurrection,5.9,1365,1997,Nov,Wednesday,Jean-Pierre Jeunet,Male,162.0,70.0
424,44338,37,Shooter,6.9,1462,2007,Mar,Thursday,Antoine Fuqua,Male,95.7,61.0
425,44345,25,Year One,4.6,524,2009,Jun,Thursday,Harold Ramis,Male,62.36,60.0
426,44346,23,Invictus,7.0,1125,2009,Dec,Thursday,Clint Eastwood,Male,122.23,60.0
427,44349,6,My Favorite Martian,5.1,80,1999,Feb,Thursday,Donald Petrie,Male,36.85,65.0
428,44353,22,Intolerable Cruelty,5.8,391,2003,Sep,Tuesday,Joel Coen,,119.94,60.0
429,44355,24,Edge of Darkness,6.2,487,2010,Jan,Friday,Martin Campbell,Male,74.9,80.0
430,44356,12,The Relic,5.8,130,1997,Jan,Friday,Peter Hyams,Male,33.96,60.0
431,44357,21,Analyze That,5.7,380,2002,Dec,Friday,Harold Ramis,Male,55.0,60.0
432,44360,17,The Soloist,6.6,234,2009,Apr,Friday,Joe Wright,Male,31.72,60.0
433,44361,16,The Legend of Bagger Vance,6.3,251,2000,Nov,Thursday,Robert Redford,Male,39.46,80.0
434,44362,21,Almost Famous,7.4,797,2000,Sep,Friday,Cameron Crowe,Male,47.38,60.0
435,44363,16,Garfield: A Tail of Two Kitties,5.1,464,2006,Jun,Thursday,Tim Hill,Male,141.7,0.0
436,44364,36,xXx: State of the Union,4.7,549,2005,Apr,Wednesday,Lee Tamahori,Male,71.07,60.0
437,44367,29,Event Horizon,6.5,742,1997,Aug,Friday,Paul W.S. Anderson,Male,26.67,60.0
438,44368,8,Dragonfly,6.1,204,2002,Feb,Friday,Tom Shadyac,Male,52.32,60.0
439,44369,15,The Black Dahlia,5.7,287,2006,Sep,Friday,Brian De Palma,Male,49.11,50.0
440,44371,15,The Last Castle,7.0,285,2001,Oct,Friday,Rod Lurie,Male,27.64,72.0
441,44375,18,Meet Dave,5.0,371,2008,Jul,Tuesday,Brian Robbins,Male,50.65,60.0
442,44377,14,Edtv,5.7,166,1999,Mar,Friday,Ron Howard,Male,0.0,80.0
443,44380,52,Mortdecai,5.4,1055,2015,Jan,Wednesday,David Koepp,Male,30.42,60.0
444,44381,15,In the Name of the King: A Dungeon Siege Tale,4.1,224,2007,Nov,Thursday,Uwe Boll,Male,0.0,60.0
445,44382,6,Beyond Borders,6.7,110,2003,Oct,Thursday,Martin Campbell,Male,0.0,35.0
446,44386,9,Holy Man,4.9,111,1998,Oct,Thursday,Stephen Herek,Male,0.0,60.0
447,44387,87,American Sniper,7.4,4469,2014,Dec,Thursday,Clint Eastwood,Male,542.31,58.8
448,44389,13,Just Like Heaven,6.5,579,2005,Sep,Friday,Mark Waters,Male,102.85,58.0
449,44390,6,The Flintstones in Viva Rock Vegas,4.4,134,2000,Apr,Friday,Brian Levant,Male,59.47,83.0
450,44392,7,Leatherheads,5.7,130,2008,Mar,Monday,George Clooney,Male,41.3,58.0
451,44393,19,The Ridiculous 6,4.9,388,2015,Dec,Friday,Frank Coraci,Male,0.0,60.0
452,44395,1,The Internship,6.1,1658,2013,Jun,Friday,Shawn Levy,Male,44.0,58.0
453,44396,2,Resident Evil: Afterlife,5.8,1363,2010,Sep,Thursday,Paul W.S. Anderson,Male,300.23,60.0
454,44398,33,The Devil's Advocate,7.2,1374,1997,Oct,Friday,Taylor Hackford,,152.94,57.0
455,44400,31,DragonHeart,6.4,535,1996,May,Friday,Rob Cohen,Male,115.27,57.0
456,44401,14,After the Sunset,6.0,226,2004,Nov,Friday,Brett Ratner,Male,61.35,60.0
457,44403,9,Captain Corelli's Mandolin,5.5,145,2001,Aug,Friday,John Madden,,62.11,57.0
458,44404,35,The Pacifier,5.8,842,2005,Mar,Friday,Adam Shankman,Male,113.01,56.0
459,44406,138,Forrest Gump,8.2,7927,1994,Jul,Wednesday,Robert Zemeckis,Male,677.95,55.0
460,44407,47,Alvin and the Chipmunks,5.5,1177,2007,Dec,Thursday,Tim Hill,Male,361.37,60.0
461,44408,29,Meet the Parents,6.6,1698,2000,Oct,Friday,Jay Roach,Male,330.44,55.0
462,44410,48,Superman,6.9,1022,1978,Dec,Wednesday,Richard Donner,Male,300.22,55.0
463,44411,20,The Nutty Professor,5.4,702,1996,Jun,Wednesday,Tom Shadyac,Male,128.77,54.0
464,44412,34,Hitch,6.4,1665,2005,Feb,Thursday,Andy Tennant,Male,368.1,70.0
465,44415,52,Captain Phillips,7.6,2454,2013,Oct,Thursday,Paul Greengrass,Male,95.0,55.0
466,44416,38,Date Night,5.9,1122,2010,Apr,Thursday,Shawn Levy,Male,152.26,55.0
467,44418,79,The Equalizer,7.1,2954,2014,Sep,Wednesday,Antoine Fuqua,Male,192.33,55.0
468,44419,19,Maid in Manhattan,5.6,485,2002,Dec,Friday,Wayne Wang,,154.91,55.0
469,44420,20,Crimson Tide,7.0,498,1995,May,Friday,Tony Scott,Male,157.39,53.0
470,44422,32,Flightplan,6.1,772,2005,Sep,Thursday,Robert Schwentke,Male,223.39,55.0
471,44423,15,Disclosure,5.9,210,1994,Dec,Friday,Barry Levinson,Male,214.02,55.0
472,44425,79,Kill Bill: Vol. 1,7.7,4949,2003,Oct,Friday,Quentin Tarantino,Male,180.95,30.0
473,44426,13,Bowfinger,6.0,254,1999,Aug,Thursday,Frank Oz,Male,0.0,55.0
474,44427,50,Kill Bill: Vol. 2,7.6,3948,2004,Apr,Friday,Quentin Tarantino,Male,152.16,30.0
475,44429,29,Death Becomes Her,6.3,636,1992,Jul,Thursday,Robert Zemeckis,Male,149.02,55.0
476,44432,32,Mr. Popper's Penguins,5.7,751,2011,Jun,Friday,Mark Waters,Male,187.36,55.0
477,44433,17,The Forbidden Kingdom,6.3,461,2008,Apr,Friday,Rob Minkoff,Male,127.91,55.0
478,44435,45,Alien³,6.2,1633,1992,May,Friday,David Fincher,Male,159.77,50.0
479,44438,12,The Ghost and the Darkness,6.4,236,1996,Oct,Friday,Stephen Hopkins,Male,75.0,50.0
480,44442,7,Instinct,6.2,146,1999,Jun,Friday,Jon Turteltaub,Male,0.0,80.0
481,44443,8,Stuck on You,5.1,188,2003,Dec,Wednesday,Bobby Farrelly,Male,33.83,55.0
482,44446,27,Changeling,7.3,1131,2008,Jan,Wednesday,Clint Eastwood,Male,113.02,55.0
483,44448,4,The Fan,5.7,194,1996,Aug,Thursday,Tony Scott,Male,18.63,55.0
484,44449,18,The Phantom of the Opera,7.0,438,2004,Dec,Wednesday,Joel Schumacher,Male,154.65,70.0
485,44458,23,A Very Long Engagement,7.1,346,2004,Oct,Tuesday,Jean-Pierre Jeunet,Male,0.0,47.0
486,44461,67,Blade II,6.2,1528,2002,Mar,Friday,Guillermo del Toro,Male,155.01,54.0
487,44464,59,The Godfather: Part III,7.1,1546,1990,Dec,Monday,Francis Ford Coppola,Male,136.77,54.0
488,44465,22,Elizabethtown,6.1,327,2005,Oct,Thursday,Cameron Crowe,Male,52.03,57.0
489,44470,19,Shaft,5.5,308,2000,Jun,Thursday,John Singleton,Male,107.2,46.0
490,44475,23,Flags of Our Fathers,6.7,526,2006,Oct,Wednesday,Clint Eastwood,Male,65.9,90.0
491,44476,49,Law Abiding Citizen,7.2,1486,2009,Oct,Thursday,F. Gary Gray,Male,126.69,53.0
492,44477,16,Grindhouse,6.8,459,2007,Apr,Friday,Robert Rodriguez,,25.04,67.0
493,44478,1,Beloved,5.9,26,1998,Oct,Friday,Jonathan Demme,Male,0.0,0.0
494,44479,6,Lucky You,5.4,81,2007,May,Tuesday,Curtis Hanson,Male,5.76,0.0
495,44480,73,Catch Me If You Can,7.7,3795,2002,Dec,Wednesday,Steven Spielberg,Male,352.11,52.0
496,44484,25,Valentine's Day,5.7,1013,2010,Feb,Wednesday,Garry Marshall,Male,216.49,52.0
497,44489,40,Casino,7.8,1307,1995,Nov,Wednesday,Martin Scorsese,Male,116.11,52.0
498,44492,39,"Me, Myself & Irene",6.1,927,2000,Jun,Thursday,Bobby Farrelly,Male,149.27,51.0
499,44494,5,Deck the Halls,5.1,109,2006,Nov,Wednesday,John Whitesell,Male,47.23,0.0
500,44495,94,The Twilight Saga: New Moon,5.6,2436,2009,Mar,Sunday,Chris Weitz,,709.83,50.0
501,44496,67,Shrek,7.3,4056,2001,May,Wednesday,Andrew Adamson,Male,484.41,60.0
502,44498,28,Robin Hood: Prince of Thieves,6.6,909,1991,Jun,Friday,Kevin Reynolds,,390.49,48.0
503,44499,27,Jerry Maguire,6.7,913,1996,Dec,Friday,Cameron Crowe,Male,273.55,50.0
504,44502,35,Patch Adams,7.0,832,1998,Dec,Friday,Tom Shadyac,Male,202.29,50.0
505,44503,38,Anchorman 2: The Legend Continues,6.0,923,2013,Dec,Wednesday,Adam McKay,Male,173.65,50.0
506,44506,30,Erin Brockovich,7.1,716,2000,Mar,Friday,Steven Soderbergh,Male,256.27,52.0
507,44507,23,How to Lose a Guy in 10 Days,6.3,850,2003,Feb,Friday,Donald Petrie,Male,177.37,50.0
508,44509,50,Interview with the Vampire,7.2,1516,1994,Nov,Friday,Neil Jordan,,223.66,60.0
509,44512,16,Stepmom,6.9,277,1998,Dec,Friday,Chris Columbus,Male,0.0,0.0
510,44514,65,Into the Woods,5.6,1652,2014,Dec,Thursday,Rob Marshall,Male,212.9,50.0
511,44515,45,Inside Man,7.3,1630,2006,Mar,Thursday,Spike Lee,Male,184.38,45.0
512,44516,17,Payback,6.7,548,1999,Feb,Friday,Brian Helgeland,Male,161.63,90.0
513,44518,38,We Bought a Zoo,6.5,909,2011,Dec,Thursday,Cameron Crowe,Male,120.08,50.0
514,44519,32,Knowing,5.9,1486,2009,Mar,Thursday,Alex Proyas,Male,155.45,50.0
515,44526,30,Outbreak,6.3,513,1995,Mar,Friday,Wolfgang Petersen,Male,189.86,50.0
516,44527,83,Non-Stop,6.8,2268,2014,Jan,Sunday,Jaume Collet-Serra,Male,222.81,50.0
517,44528,23,Race to Witch Mountain,5.5,509,2009,Mar,Thursday,Andy Fickman,Male,106.3,50.0
518,44533,11,Don't Say a Word,6.0,220,2001,Sep,Friday,Gary Fleder,Male,100.02,50.0
519,44538,42,13 Hours: The Secret Soldiers of Benghazi,7.0,938,2016,Jan,Wednesday,Michael Bay,Male,69.41,50.0
