Player Id,Player Surname,Player Other Names,Is Batter,Batter Hand Id,Batter Hand,Is Bowler,Bowler Hand Id,Bowler Hand,Pace/Spin,Bowler Style,Is Keeper,Gender Id,Gender
22092,Pietersen,Kevin,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
22093,Bell,Ian,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
22099,de Villiers,Abraham,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
50006,Hussey,David,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
100039,McLean,Nixon,Y,2,Left,Y,1,Right,Pace,Fast,N,1,Male
100092,Dippenaar,Boeta,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
100102,Vaas,Chaminda,Y,2,Left,Y,2,Left,Pace,Fast,N,1,Male
100157,Sarkar,Hannan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
100160,Hossain,Sanwar,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
100161,Imran,Tushar,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
100165,Baisya,Tapash,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
100173,Bagai,Ashish,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
100178,Davison,John,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
100195,van Troost,Luuk,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
100255,Noffke,Ashley,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
110014,Cosgrove,Mark,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
110015,Ferguson,Callum,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
130930,Klinger,Michael,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
140007,Reardon,Nathan,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
160006,Holland,Jon,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
170107,Gul,Umar,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
170108,Broad,Stuart,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
170109,Dalrymple,Jamie,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
170110,Yardy,Michael,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
170111,Joyce,Edmund,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
170112,Clarke,Rikki,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
170114,Onions,Graham,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
170116,Patel,Jeetan,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
190001,Badrinath,Subramaniam,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
190004,Kohli,Virat,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
190006,Krejza,Jason,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
190007,Siddle,Peter,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
190008,Bollinger,Doug,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
190021,Mishra,Amit,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
190022,Vijay,Murali,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
190023,Ryder,Jesse,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
190024,Southee,Tim,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
190026,Redmond,Aaron,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
190027,Elliott,Grant,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
190029,Tsotsobe,Lonwabo,Y,1,Right,Y,2,Left,Pace,Fast-Medium,N,1,Male
190030,McDonald,Andrew,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
190031,van Jaarsveld,Vaughn,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
190033,Parnell,Wayne,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
190034,Harris,Ryan,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
190035,Guptill,Martin,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
190036,Broom,Neil,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
210008,Arafat,Yasir,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
210011,Rehman,Abdur,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
210014,Hilfenhaus,Ben,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
210015,Harwood,Shane,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
210017,Loye,Malachy Bernard,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
210018,Bopara,Ravindra Singh,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
210019,Voges,Adam,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
210024,Ireland,Anthony John,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
220001,Swann,Graham,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
220002,Patel,Samit Rohit,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
220033,Goswami,Jhulan,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
220034,Dhar,Rumeli,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220035,Khadeer,Nooshin Al,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
220036,Chopra,Anjum,Y,2,Left,Y,1,Right,Pace,Medium,N,2,Female
220037,Deshpande,Anagha,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220038,Thirushkamini,Em,Y,2,Left,Y,1,Right,Spin,Wrist,N,2,Female
220039,Malhotra,Reema,Y,1,Right,Y,1,Right,Spin,Wrist,N,2,Female
220040,Naik,Sulakshana,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220041,Pradhan,Snehal,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220042,Pujare,Seema,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
220043,Raj,Mithali,Y,1,Right,Y,1,Right,Spin,Wrist,N,2,Female
220044,Roy,Priyanka,Y,1,Right,Y,1,Right,Spin,Wrist,N,2,Female
220045,Sharma,Amita,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220046,Sharma,Jaya,Y,2,Left,Y,1,Right,Pace,Medium,N,2,Female
220047,Sultana,Gouher,Y,1,Right,Y,2,Left,Spin,Orthodox,N,2,Female
220048,Jain,Karuna,Y,1,Right,Y,1,Right,Pace,Medium,Y,2,Female
220049,Kala,Hemlata,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220050,Paranjpe,Sunetra,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220051,Dimri,Preeti,Y,2,Left,Y,2,Left,Spin,Wrist,N,2,Female
220054,Fitzpatrick,Cathryn,Y,1,Right,Y,1,Right,Pace,Fast,N,2,Female
220061,Jonassen,Jess,Y,2,Left,Y,2,Left,Spin,Orthodox,N,2,Female
220066,Coyte,Sarah,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220070,Mumtaz,Umrooj,Y,1,Right,Y,1,Right,Spin,Wrist,N,2,Female
220071,Mir,Sana,Y,1,Right,Y,1,Right,Spin,Orthodox,Y,2,Female
220074,Iqbal,Asmavia,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
220076,Mahroof,Bismah,Y,2,Left,Y,1,Right,Spin,Wrist,N,2,Female
220077,Khan,Javeria,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
220079,Abidi,Nain,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
220082,Jalil,Qanita,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
220083,Shah,Sajida,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
220085,Faiz,Sukhan,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
280001,Prior,Matthew,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
280002,Chawla,Piyush,Y,2,Left,Y,1,Right,Spin,Wrist,N,1,Male
280003,Masceranhas,Dimitri,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
290001,Mendis,Ajantha,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
290003,Ojha,Pragyan,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
290004,Ghosh,Dhiman,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
290006,Hasan,Raqibul,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
290007,Al Hasan,Shakib,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
290008,Geeves,Brett,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
300003,Brown,Douglas Robert,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
300004,Haq Khan,Rana Majid,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
300015,Rahim,Mushfiqur,Y,1,Right,Y,1,Right,Spin,Orthodox,Y,1,Male
300016,Iqbal,Tamin,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
300018,Borren,Peter William,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
300019,Jonkman,Mark,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
300021,Kashif,Mohammad,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
300025,ten Doeschate,Ryan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
310006,Keen,Simon,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
320004,Mortaza,Mashrafe,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
320012,Trott,Jonathan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
320014,Rampaul,Ravi,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
330004,Ashraful,Mohammad,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
330012,Hossain Monir,Anwar,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
330014,Omar,Javed,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
340004,Taylor,Jerome,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
340013,Dabengwa,Keith,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
340018,Rainsford,Edward,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
340022,Taylor,Brendan,Y,1,Right,Y,1,Right,Spin,Orthodox,Y,1,Male
340023,Utseya,Prosper,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
340024,Duffin,Terrence,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
340025,Chattergoon,Sewnarine,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
340027,Baugh,Carlton,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
340029,Powar,Ramesh Rajaram,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
340030,Singh,Rudra Pratap,Y,1,Right,Y,2,Left,Pace,Fast-Medium,N,1,Male
340031,Sreesanth,Shanthakumaran,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
340032,Patel,Munaf Musa,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
340034,Uthappa,Robin,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
340045,Hasan,Saqibul,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
350104,Carey,Alex,Y,2,Left,Y,2,Left,Pace,Medium,Y,1,Male
360002,Hinds,Ryan,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
360030,Butt,Salman,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
360031,Hameed,Yasir,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
360032,Hafeez,Mohammad,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
360033,Akmal,Kamran,Y,1,Right,Y,1,Right,Spin,Orthodox,Y,1,Male
360034,ul-Hasan,Naved,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
360048,Powell,Darren,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
360049,Edwards,Fidel,Y,1,Right,Y,1,Right,Pace,Fast,N,1,Male
360052,Ontong,Justin Lee,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
360053,Smith,Dwayne,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
360056,Kamal,Asim,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
360068,Raina,Suresh,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
360071,Dhoni,Mahendra,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
370044,Doolan,Alex,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
370051,Pattinson,James,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
370095,Triscari,Gemma,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,2,Female
380167,Moor,Peter,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
380210,Munaweera,Dilshan,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
380221,Akmal,Umar,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
380229,Mithun,Mohammad,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
380296,Ingram,Peter J,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
380381,Tiffen,Haidee,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
380383,Browne,Nicola,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
380384,Burke,Sarah,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
380386,Devine,Sophie,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
380387,Fahey,Maria,Y,2,Left,Y,1,Right,Spin,Orthodox,N,2,Female
380388,McGlashan,Sara,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
380389,Watkins (nee Mason),Aimee,Y,2,Left,Y,1,Right,Spin,Orthodox,N,2,Female
380390,Milburn,Rowan,Y,1,Right,Y,1,Right,Pace,Medium,Y,2,Female
380393,Tsukigawa,Sarah,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
380394,Watson,Helen,Y,2,Left,Y,1,Right,Pace,Medium,N,2,Female
380395,Priest,Rachel,Y,1,Right,Y,1,Right,Pace,Medium,Y,2,Female
380490,Nair,Karun,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
380497,Unadkat,Jaydev,Y,1,Right,Y,2,Left,Pace,Medium,N,1,Male
380553,Tiwary,Manoj,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
380558,Saha,Wriddiman,Y,1,Right,Y,1,Right,Spin,Orthodox,Y,1,Male
380568,Kitchen,Anaru,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
380573,Wagner,Neil,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
380585,Hendricks,Reeza,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
380599,Jadhav,Kedar,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
380722,Blackwood,Jermaine,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
380728,Dowrich,Shane,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
380735,Warrican,Jomel,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
380738,Haque,Anamul,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
380748,Sarkar,Soumya,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
380765,Balbirnie,Andrew,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
380774,Poynter,Stuart,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
380778,Thompson,Stuart,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
380779,Young,Craig,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
380804,Latham,Tom,Y,2,Left,Y,1,Right,Pace,Medium,Y,1,Male
380809,Wheeler,Ben,Y,1,Right,Y,2,Left,Pace,Fast-Medium,N,1,Male
380817,Azam,Babar,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
380845,Karunaratne,Dimuth,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
380851,Pradeep,Nuwan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
380854,Paranavitana,Tharanga,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
380891,Yadav,Umesh,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
380908,Phangiso,Aaron,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
380909,Pandey,Manish,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
390029,Jayawardene,Prasanna,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
390247,Jamshed,Nasir,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
390248,Shehzad,Ahmed,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
390249,Iffikhar,Rao,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450003,Duminy,Jean Paul,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
450004,Morkel,Albie,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
450005,Morkel,Morne,Y,2,Left,Y,1,Right,Pace,Fast,N,1,Male
450006,Philander,Vernon,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
450007,Maddy,Darren,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450008,Scholfield,Chris,Y,2,Left,Y,1,Right,Spin,Wrist,N,1,Male
450010,Wright,Luke,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450012,McCullum,Nathan,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
450015,Sharma,Jogindar,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
450017,Pathan,Yousuf,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
450018,Sharma,Rohit,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
450019,Alam,Fawad,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
450020,ul-Haq,Misbah,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
450021,Wijekoon,Gayan,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
450022,Perera,Dilruwan,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
450023,Drummond,Gordon,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450025,Sheik,Qasim,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
450027,Mishra,Tanmay,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450028,Obanda,Alex,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450029,Odhiambo,Nehemiah,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450030,Ouma,Maurice,Y,1,Right,Y,1,Right,Spin,Orthodox,Y,1,Male
450032,Marumisa,Johnson,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450033,Madsakdzda,Hamilton,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450034,Chowdhury,Nadif,Y,1,Right,Y,2,Left,Pace,Medium,N,1,Male
450035,Mahmudullah,Riyad,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
450036,Siddique,Junaid,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
450037,Reza,Farhad,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450038,Nazimuddin,Mohammed,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450039,Rahman,Ziaur,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450040,Tanvir,Sohail,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
450041,Harris,Paul,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
450042,Amla,Hashim,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
450044,Parchment,Brenton Anthony,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
450046,Sharma,Ishant,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
450047,Rogers,Chris,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
450048,Browne,Patrick,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
450050,Kumar,Praveen,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
450052,Amerasinghe,Merenna Koralge Don Ishara,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
450056,Benn,Suliemen,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
450057,Jaggernauth,Amit,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
450059,Casson,Beau,Y,1,Right,Y,2,Left,Spin,Wrist,N,1,Male
450060,Fletcher,Andre,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
450061,Perkins,William,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
450062,Roach,Kemar,Y,1,Right,Y,1,Right,Pace,Fast,N,1,Male
450063,Ronchi,Luke,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
450064,Findlay,Shawn,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
450065,Miller,Nkita,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
450066,Marsh,Shaun,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
460031,Bolton,Nicole,Y,2,Left,Y,1,Right,Spin,Orthodox,N,2,Female
460034,Chappell,Renee,Y,1,Right,Y,1,Right,Spin,Wrist,N,2,Female
460035,Elliott,Sarah,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
460037,Beams,Kristen,Y,1,Right,Y,1,Right,Spin,Wrist,N,2,Female
460038,Duffin,Jessica,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
460044,Haynes,Rachael,Y,2,Left,Y,2,Left,Pace,Medium,N,2,Female
460047,Hunter,Julie,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
460050,Moloney,Annie,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
460053,Smith,Clea,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
460055,Villani,Elyse,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
460075,Sthalekar,Lisa,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
460076,Aley,Sarah,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
460077,Andrews,Sarah,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
460078,Blackwell,Alex,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
460080,Blackwell,Kate,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
460085,Healy,Alyssa,Y,1,Right,Y,1,Right,Spin,Orthodox,Y,2,Female
460090,Poulton,Leah,Y,1,Right,Y,1,Right,Spin,Wrist,N,2,Female
460091,Perry,Ellyse,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
520003,Khalil,Mohammed,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
520004,Asif,Mohammed,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
520007,Hopes,James,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
520011,Tait,Shaun,Y,1,Right,Y,1,Right,Pace,Fast,N,1,Male
520013,White,Cameron,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
520015,Finch,Aaron,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
520017,Anjum,Iftekhar Rao,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520029,Kumar,Vinay,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520050,Wilson,Jeff,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520051,Marshall,James,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
520053,Cumming,Craig,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520054,Hamilton,Lance,Y,1,Right,Y,2,Left,Pace,Fast-Medium,N,1,Male
520055,O'Brien,Iain,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520056,Canning,Tama,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520057,Stewart,Shannon,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
520058,Taylor,Ross,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
520065,Chowdhury,Aftab Ahmed,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520067,Haque Jnr,Enamul,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
520068,Hossain,Nazmul,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520069,Hossain,Shahadat,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520070,Iqbal,Nafees,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
520071,Nafees,Shahriar,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
520072,Gillespie,Mark,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520075,Saleh,Rajin,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
520076,Lewis,Jon,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520078,Tremlett,Chris,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520080,Plunkett,Liam,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520081,Panesar,Monty,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
520118,Chibhabha,Chamu,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
520120,Kasteni,Friday,Y,2,Left,Y,2,Left,Pace,Medium,Y,1,Male
520122,Mawoyo,Tino,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
520314,Bates,Suzie,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
520329,Martin,Katey,Y,1,Right,Y,1,Right,Pace,Fast-Medium,Y,2,Female
520330,Candy,Rachel,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
520332,Doolan,Lucy,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
520334,Lind,Victoria,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
520335,McNeill,Beth,Y,1,Right,Y,1,Right,Pace,Medium,N,2,Female
520337,Perry,Elizabeth,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,2,Female
520341,Dodd,Anna,Y,1,Right,Y,1,Right,Spin,Orthodox,N,2,Female
540001,Evans,Craig,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
540002,Ewing,Gavin,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
540003,Matsikenyeri,Stuart,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
540004,Price,Ray,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
540005,Mahwire,Blessing,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
540006,Karthik,Murali,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
540007,Salvi,Arishkar,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
540008,Pathan,Irfan,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
